Date add,Word,Translation,Date of the last training,Training status,Number of training
2022-08-08,strengthen,усилить,2022-08-08,T,0
2022-08-08,stretch,растягивать,2022-08-08,T,0
2022-08-08,strictly,строго,2022-08-08,T,0
2022-08-08,strike,наносить удар,2022-08-08,T,0
2022-08-08,stroke,удар,2022-08-08,T,0
2022-08-08,structure,структура,2022-08-08,T,0
2022-08-08,struggle,борьба,2022-08-08,T,0
2022-08-08,stuff,набивать,2022-08-08,T,0
2022-08-08,stunning,оглушающий,2022-08-08,T,0
2022-08-08,subject,подверженный,2022-08-08,T,0
2022-08-08,submit,передавать на рассмотрение,2022-08-08,T,0
2022-08-08,subsequent,последующий,2022-08-08,T,0
2022-08-08,subsequently,впоследствии,2022-08-08,T,0
2022-08-08,suburb,пригород,2022-08-08,T,0
2022-08-08,suffering,страдающий,2022-08-08,T,0
2022-08-08,sufficient,достаточный,2022-08-08,T,0
2022-08-08,sufficiently,достаточно,2022-08-08,T,0
2022-08-08,sum,сумма,2022-08-08,T,0
2022-08-08,surgery,хирургия,2022-08-08,T,0
2022-08-08,surround,окружать,2022-08-08,T,0
2022-08-08,surrounding,окружающий,2022-08-08,T,0
2022-08-08,survey,опрос,2022-08-08,T,0
2022-08-08,survival,выживание,2022-08-08,T,0
2022-08-08,survivor,уцелевший,2022-08-08,T,0
2022-08-08,suspect,подозреваемый,2022-08-08,T,0
2022-08-08,suspend,приостановить,2022-08-08,T,0
2022-08-08,sustainable,устойчивый,2022-08-08,T,0
2022-08-08,swallow,глотать,2022-08-08,T,0
2022-08-08,swear,ругаться,2022-08-08,T,0
2022-08-08,switch,переключатель,2022-08-08,T,0
2022-08-08,sympathetic,симпатический,2022-08-08,T,0
2022-08-08,sympathy,симпатия,2022-08-08,T,0
2022-08-08,tackle,схватить,2022-08-08,T,0
2022-08-08,tag,ярлык,2022-08-08,T,0
2022-08-08,tale,рассказ,2022-08-08,T,0
2022-08-08,tank,бак,2022-08-08,T,0
2022-08-08,tap,нажать,2022-08-08,T,0
2022-08-08,target,цель,2022-08-08,T,0
2022-08-08,tear,слеза,2022-08-08,T,0
2022-08-08,technological,технологический,2022-08-08,T,0
2022-08-08,teens,подростковый возраст,2022-08-08,T,0
2022-08-08,temporarily,временно,2022-08-08,T,0
2022-08-08,temporary,временный,2022-08-08,T,0
2022-08-08,tendency,тенденция,2022-08-08,T,0
2022-08-08,tension,напряженность,2022-08-08,T,0
2022-08-08,term,срок,2022-08-08,T,0
2022-08-08,terminal,терминал,2022-08-08,T,0
2022-08-08,terribly,ужасно,2022-08-08,T,0
2022-08-08,terrify,устрашать,2022-08-08,T,0
2022-08-08,terror,террор,2022-08-08,T,0
2022-08-08,terrorism,терроризм,2022-08-08,T,0
2022-08-08,terrorist,террорист,2022-08-08,T,0
2022-08-08,testing,тестирование,2022-08-08,T,0
2022-08-08,textbook,учебник,2022-08-08,T,0
2022-08-08,theft,кража,2022-08-08,T,0
2022-08-08,therapy,терапия,2022-08-08,T,0
2022-08-08,thesis,тезис,2022-08-08,T,0
2022-08-08,thorough,тщательный,2022-08-08,T,0
2022-08-08,thoroughly,тщательно,2022-08-08,T,0
2022-08-08,threat,угроза,2022-08-08,T,0
2022-08-08,threaten,угрожать,2022-08-08,T,0
2022-08-08,thumb,большой палец,2022-08-08,T,0
2022-08-08,time,рассчитывать по времени,2022-08-08,T,0
2022-08-08,timing,синхронизация,2022-08-08,T,0
2022-08-08,tissue,ткань,2022-08-08,T,0
2022-08-08,title,заглавие,2022-08-08,T,0
2022-08-08,ton,тонна,2022-08-08,T,0
2022-08-08,tone,тон,2022-08-08,T,0
2022-08-08,tough,жесткий,2022-08-08,T,0
2022-08-08,tournament,турнир,2022-08-08,T,0
2022-08-08,trace,след,2022-08-08,T,0
2022-08-08,track,отслеживать,2022-08-08,T,0
2022-08-08,trading,торговля,2022-08-08,T,0
2022-08-08,tragic,трагический,2022-08-08,T,0
2022-08-08,trait,особенность,2022-08-08,T,0
2022-08-08,transfer,переносить,2022-08-08,T,0
2022-08-08,transform,преобразовать,2022-08-08,T,0
2022-08-08,transition,переход,2022-08-08,T,0
2022-08-08,transmit,передавать,2022-08-08,T,0
2022-08-08,transportation,транспортировка,2022-08-08,T,0
2022-08-08,trap,ловушка,2022-08-08,T,0
2022-08-08,treasure,сокровище,2022-08-08,T,0
2022-08-08,trial,пробный,2022-08-08,T,0
2022-08-08,trigger,спусковой крючок,2022-08-08,T,0
2022-08-08,troop,войска,2022-08-08,T,0
2022-08-08,tropical,тропический,2022-08-08,T,0
2022-08-08,trouble,беда,2022-08-08,T,0
2022-08-08,truly,действительно,2022-08-08,T,0
2022-08-08,trust,доверять,2022-08-08,T,0
2022-08-08,tsunami,цунами,2022-08-08,T,0
2022-08-08,tune,мелодия,2022-08-08,T,0
2022-08-08,tunnel,тоннель,2022-08-08,T,0
2022-08-08,ultimate,окончательный,2022-08-08,T,0
2022-08-08,ultimately,в конечном счете,2022-08-08,T,0
2022-08-08,unacceptable,неприемлемый,2022-08-08,T,0
2022-08-08,uncertainty,неопределённость,2022-08-08,T,0
2022-08-08,unconscious,без сознания,2022-08-08,T,0
2022-08-08,undergo,претерпевать,2022-08-08,T,0
2022-08-08,undertake,предпринимать,2022-08-08,T,0
2022-08-08,unexpected,неожиданный,2022-08-08,T,0
2022-08-08,unfold,раскрывать,2022-08-08,T,0
2022-08-08,unfortunate,несчастный,2022-08-08,T,0
2022-08-08,unique,уникальный,2022-08-08,T,0
2022-08-08,unite,объединять,2022-08-08,T,0
2022-08-08,unity,единство,2022-08-08,T,0
2022-08-08,universal,универсальный,2022-08-08,T,0
2022-08-08,universe,вселенная,2022-08-08,T,0
2022-08-08,unknown,неизвестный,2022-08-08,T,0
2022-08-08,upper,верхний,2022-08-08,T,0
2022-08-08,upwards,снизу вверх,2022-08-08,T,0
2022-08-08,urban,городской,2022-08-08,T,0
2022-08-08,urge,побуждать,2022-08-08,T,0
2022-08-08,urgent,срочный,2022-08-08,T,0
2022-08-08,usage,использование,2022-08-08,T,0
2022-08-08,useless,бесполезный,2022-08-08,T,0
2022-08-08,valid,действительный,2022-08-08,T,0
2022-08-08,value,значение,2022-08-08,T,0
2022-08-08,variation,изменение,2022-08-08,T,0
2022-08-08,vary,варьировать,2022-08-08,T,0
2022-08-08,vast,огромный,2022-08-08,T,0
2022-08-08,venue,место встречи,2022-08-08,T,0
2022-08-08,vertical,вертикальный,2022-08-08,T,0
2022-08-08,very,тот самый,2022-08-08,T,0
2022-08-08,victory,победа,2022-08-08,T,0
2022-08-08,viewpoint,точка зрения,2022-08-08,T,0
2022-08-08,violence,насилие,2022-08-08,T,0
2022-08-08,virtual,виртуальный,2022-08-08,T,0
2022-08-08,visa,виза,2022-08-08,T,0
2022-08-08,visible,видимый,2022-08-08,T,0
2022-08-08,vision,видение,2022-08-08,T,0
2022-08-08,visual,визуальный,2022-08-08,T,0
2022-08-08,vital,жизненно важный,2022-08-08,T,0
2022-08-08,vitamin,витамин,2022-08-08,T,0
2022-08-08,volume,объём,2022-08-08,T,0
2022-08-08,voluntary,добровольный,2022-08-08,T,0
2022-08-08,voting,голосование,2022-08-08,T,0
2022-08-08,wage,заработная плата,2022-08-08,T,0
2022-08-08,wander,странствовать,2022-08-08,T,0
2022-08-08,warming,согревание,2022-08-08,T,0
2022-08-08,wealth,богатство,2022-08-08,T,0
2022-08-08,wealthy,состоятельный,2022-08-08,T,0
2022-08-08,weekly,еженедельно,2022-08-08,T,0
2022-08-08,weird,странный,2022-08-08,T,0
2022-08-08,welfare,благосостояние,2022-08-08,T,0
2022-08-08,whoever,кто бы ни,2022-08-08,T,0
2022-08-08,whom,кого,2022-08-08,T,0
2022-08-08,widely,широко,2022-08-08,T,0
2022-08-08,widespread,широко распространенный,2022-08-08,T,0
2022-08-08,wildlife,живая природа,2022-08-08,T,0
2022-08-08,willing,готовность,2022-08-08,T,0
2022-08-08,wind,наматывать,2022-08-08,T,0
2022-08-08,wire,провод,2022-08-08,T,0
2022-08-08,wisdom,мудрость,2022-08-08,T,0
2022-08-08,withdraw,изымать,2022-08-08,T,0
2022-08-08,witness,свидетель,2022-08-08,T,0
2022-08-08,workforce,трудовые ресурсы,2022-08-08,T,0
2022-08-08,workshop,мастерская,2022-08-08,T,0
2022-08-08,worm,червь,2022-08-08,T,0
2022-08-08,worst,наихудший,2022-08-08,T,0
2022-08-08,worth,стоимость,2022-08-08,T,0
2022-08-08,wound,рана,2022-08-08,T,0
2022-08-08,wrap,заворачивать,2022-08-08,T,0
2022-08-08,wrong,заблуждение,2022-08-08,T,0
2022-08-08,zone,зона,2022-08-08,T,0
